date,startup_name,industry,city,investors,investment_type,amount_usd,year,month
2017-10-18,LenDen Club,Consumer Internet,Mumbai,Undisclosed Investor,Seed Funding,500000.0,2017.0,10.0
2017-10-23,Toppr,Consumer Internet,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,7000000.0,2017.0,10.0
2017-10-23,RAW Pressery,Food & Beverage,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,6000000.0,2017.0,10.0
2017-10-23,Cashe,Consumer Internet,Mumbai,IFMR Capital,Debt Funding,3100000.0,2017.0,10.0
2017-10-23,Park Easy,Consumer Internet,Kolkata,Rockstart Accelerator,Seed Funding,118000.0,2017.0,10.0
2017-10-24,FYRE,Food & Beverage,Mumbai,Venture Catalysts,Seed Funding,500000.0,2017.0,10.0
2017-10-24,ZipLoan,Consumer Internet,Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,3000000.0,2017.0,10.0
2017-10-24,Skillenza,Consumer Internet,Bengaluru,"Blume Ventures, Indian Angel Network",Seed Funding,722000.0,2017.0,10.0
2017-10-25,SpotDraft,Consumer Internet,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,550000.0,2017.0,10.0
2017-10-26,Big Basket,eCommerce,Bengaluru,Helion Ventures Partners,Private Equity,5000000.0,2017.0,10.0
2017-10-27,OfBusiness,Technology,Gurgaon,Kotak Mahindra Bank,Debt Funding,3800000.0,2017.0,10.0
2017-10-28,CashFree,Technology,Delhi,Y Combinator,Seed Funding,120000.0,2017.0,10.0
2017-10-28,Ola Cabs,Consumer Internet,Bengaluru,ANI Technologies Pvt. Ltd,Private Equity,7700000.0,2017.0,10.0
2017-10-30,GoldFarm,Food & Beverage,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,2000000.0,2017.0,10.0
2017-10-31,NetMeds,eCommerce,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,14000000.0,2017.0,10.0
2017-10-31,MSE,Finance,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,32000000.0,2017.0,10.0
2017-09-01,Aahaa Stores,eCommece,Chennai,YourNest Angel Fund,Private Equity,1000000.0,2017.0,9.0
2017-09-01,MFine,Consumer Internet,Bengaluru,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,1500000.0,2017.0,9.0
2017-09-01,Canvera,Consumer Internet,Mumbai,InfoEdge,Private Equity,1300000.0,2017.0,9.0
2017-09-04,PrimaryIO,Technology,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,5600000.0,2017.0,9.0
2017-09-05,Shubh Loans,Consumer Internet,Bengaluru,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,1500000.0,2017.0,9.0
2017-09-05,Nest Education,Technology,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,600000.0,2017.0,9.0
2017-09-06,Lending Kart,Consumer Internet,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,10750000.0,2017.0,9.0
2017-09-06,GoFro,Consumer Internet,Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,10000000.0,2017.0,9.0
2017-09-06,OncoStem,Healthcare,Bengaluru,"Sequoia Capital India, Artiman Ventures",Private Equity,6000000.0,2017.0,9.0
2017-09-06,Power2SME,eCommerce,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,26000000.0,2017.0,9.0
2017-09-07,Credit Vidya,Consumer Internet,Mumbai,Matrix Partners,Private Equity,5000000.0,2017.0,9.0
2017-09-07,OYO Rooms,Consumer Internet,Gurgaon,SoftBank,Private Equity,250000000.0,2017.0,9.0
2017-09-07,Early Salary,Consumer Internet,Pune,IFMR Capital,Debt Funding,780000.0,2017.0,9.0
2017-09-07,Seniority,eCommerce,Pune,RPG Enterprises,Private Equity,1000000.0,2017.0,9.0
2017-09-08,AYE Finance,Consumer Internet,Delhi,"Triodos Investment Management,",Debt Funding,6900000.0,2017.0,9.0
2017-09-11,Ecom Express,Logistics,Delhi,Warburg Pincus,Private Equity,30000000.0,2017.0,9.0
2017-09-11,Call Health,Consumer Internet,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,6200000.0,2017.0,9.0
2017-09-12,3HCare,Consumer Internet,Delhi,Undisclosed Investor,Seed Funding,100000.0,2017.0,9.0
2017-09-12,Tonbo Imaging,Technology,Bengaluru,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,17000000.0,2017.0,9.0
2017-09-12,Get My Parking,Consumer Internet,Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,3000000.0,2017.0,9.0
2017-09-13,Glowroad,Consumer Internet,Bengaluru,"Accel Partners,",Private Equity,2000000.0,2017.0,9.0
2017-09-13,OYO Rooms,Consumer Internet,Gurgaon,China Lodging Group,Private Equity,10000000.0,2017.0,9.0
2017-09-13,Unacademy,Consumer Internet,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,11500000.0,2017.0,9.0
2017-09-13,Heterogenous,Technology,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,780000.0,2017.0,9.0
2017-09-14,Smaaash,Technology,Mumbai,ECL Finance,Private Equity,44000000.0,2017.0,9.0
2017-09-14,WheelStreet,Consumer Portal,Bengaluru,Y Combinator,Seed Funding,120000.0,2017.0,9.0
2017-09-18,The Moms Co,eCommerce,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,1000000.0,2017.0,9.0
2017-09-19,High Radius,Technology,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,50000000.0,2017.0,9.0
2017-09-21,SaveBC,Finance,Gaya,Incofin Investment Management.,Private Equity,6000000.0,2017.0,9.0
2017-09-21,Homergize,eCommerce,Bengaluru,LG Chandrasekhar,Private Equity,1000000.0,2017.0,9.0
2017-09-22,Yatra.com,eCommerce,Gurgaon,InnoVen Capital India,Debt Funding,15400000.0,2017.0,9.0
2017-09-25,Synup,Technology,Bengaluru,"Vertex Ventures, Prime Venture Partners.",Private Equity,6000000.0,2017.0,9.0
2017-09-25,Rapido,Consumer Internet,Bengaluru,Battery Road Digital Holdings LLC,Seed Funding,422000.0,2017.0,9.0
2017-09-25,Sportobuddy,Consumer Internet,Mumbai,Mehul Shah,Seed Funding,150000.0,2017.0,9.0
2017-09-27,Transerve,Technology,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,1600000.0,2017.0,9.0
2017-09-27,Pitstop,Consumer Internet,Bengaluru,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,1000000.0,2017.0,9.0
2017-09-27,MyUpchar,Consumer Internet,Delhi,LetsVenture,Seed Funding,300000.0,2017.0,9.0
2017-09-28,Aadyah,Technology,Bengaluru,Keiretsu Forum,Private Equity,1000000.0,2017.0,9.0
2017-08-01,TouchKin,Technology,Bengaluru,Kae Capital,Private Equity,1300000.0,2017.0,8.0
2017-08-02,Zepo,Consumer Internet,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,500000.0,2017.0,8.0
2017-08-02,Click2Clinic,Consumer Internet,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,850000.0,2017.0,8.0
2017-08-03,SpeedBox,Logistics,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,300000.0,2017.0,8.0
2017-08-08,New Castle Technologies,Technology,Chennai,Undisclosed investors,Seed Funding,243000.0,2017.0,8.0
2017-08-08,My Forex Eye,Consumer Internet,Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,220000.0,2017.0,8.0
2017-08-09,TruxApp,Logistics,Delhi,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,3100000.0,2017.0,8.0
2017-08-09,CroFarm,Technology,Gurgaon,Factor[e] Ventures,Seed Funding,783000.0,2017.0,8.0
2017-08-11,Flipkart,eCommerce,Bengaluru,SoftBank,Private Equity,2500000000.0,2017.0,8.0
2017-08-11,Ola Cabs,Consumer Internet,Gurgaon,Tekne Capital Management,Private Equity,36000000.0,2017.0,8.0
2017-08-14,Digilend,Technology,Mumbai,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,312000.0,2017.0,8.0
2017-08-15,KNAB Finance,Consumer Internet,Bengaluru,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,385000.0,2017.0,8.0
2017-08-20,Rootefy,eCommerce,Delhi,"Abhinav Gupta,",Seed Funding,187000.0,2017.0,8.0
2017-08-21,Uniphore,Technology,Chennai,IDG Ventures,Private Equity,6800000.0,2017.0,8.0
2017-08-21,Cerebroz,Consumer Internet,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,734000.0,2017.0,8.0
2017-08-23,Dhruva,Technology,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,80000000.0,2017.0,8.0
2017-08-23,Bombay Shaving Company,eCommerce,Delhi,Fireside Ventures,Private Equity,2300000.0,2017.0,8.0
2017-08-23,Indiez,Technology,Bengaluru,Haresh Chawla,Seed Funding,500000.0,2017.0,8.0
2017-08-24,Ezetap,Technology,Bengaluru,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,16000000.0,2017.0,8.0
2017-08-25,Ink Monk,Consumer Internet,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,750000.0,2017.0,8.0
2017-08-25,Medinfi,Consumer Internet,Bengaluru,"PBS Srinivas, Vinod Martin,",Seed Funding,125000.0,2017.0,8.0
2017-08-28,Mobikon,Technology,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,7000000.0,2017.0,8.0
2017-08-29,CureFit,Consumer Internet,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,25000000.0,2017.0,8.0
2017-08-29,Doxper,Technology,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,750000.0,2017.0,8.0
2017-08-30,Treebo,Consumer Internet,Bengaluru,"Ward Ferry Management and Karst Peak Capital,",Private Equity,34000000.0,2017.0,8.0
2017-08-30,MedGenome,Technology,Bengaluru,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000.0,2017.0,8.0
2017-07-01,Billion Loans,Consumer Internet,Bengaluru,Reliance Corporate Advisory Services Ltd,Seed Funding,1000000.0,2017.0,7.0
2017-07-03,Ecolibriumenergy,Technology,Ahmedabad,"Infuse Ventures, JLL",Private Equity,2600000.0,2017.0,7.0
2017-07-04,Droom,eCommerce,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,20000000.0,2017.0,7.0
2017-07-05,Jumbotail,eCommerce,Bengaluru,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,8500000.0,2017.0,7.0
2017-07-05,Moglix,eCommerce,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,12000000.0,2017.0,7.0
2017-07-05,Timesaverz,Consumer Internet,Mumbai,BCCL,Private Equity,1000000.0,2017.0,7.0
2017-07-07,Clip App,Consumer Internet,Bengaluru,"India Quotient, Shunwei Capital",Seed Funding,1000000.0,2017.0,7.0
2017-07-10,Autorox.co,Technology,Hyderabad,Mitsui & Co.,Private Equity,3000000.0,2017.0,7.0
2017-07-11,Fabogo,Consumer Internet,Pune,Dunamis Ventures Pte Ltd,Private Equity,2250000.0,2017.0,7.0
2017-07-11,Flickstree,Consumer Internet,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,464000.0,2017.0,7.0
2017-07-12,Innoviti,Technology,Bengaluru,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,18500000.0,2017.0,7.0
2017-07-14,QwikSpec,Technology,Bengaluru,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000.0,2017.0,7.0
2017-07-14,Chumbak,eCommerce,Bengaluru,Blacksoil Capital Pvt. Ltd,Private Equity,1700000.0,2017.0,7.0
2017-07-17,Increff,Technology,Bengaluru,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,2000000.0,2017.0,7.0
2017-07-17,Vayana,Technology,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,4000000.0,2017.0,7.0
2017-07-19,Rentomojo,Consumer Internet,Bengaluru,"ain Capital Ventures, Renaud Laplanche",Private Equity,10000000.0,2017.0,7.0
2017-07-19,Playablo,Technology,Bengaluru,ABI-Showatech (India) Ltd,Seed Funding,600000.0,2017.0,7.0
2017-07-20,Trupay,Technology,Gurgaon,"Kae Capital, M&S Partners,",Seed Funding,700000.0,2017.0,7.0
2017-07-21,Brick2Wall,eCommerce,Gurgaon,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000.0,2017.0,7.0
2017-07-25,Noticeboard,Consumer Internet,Bengaluru,"Stellaris Venture Partners,",Private Equity,1200000.0,2017.0,7.0
2017-07-25,Byju\\xe2\\x80\\x99s,Consumer Internet,Bengaluru,Tencent Holdings,Private Equity,35000000.0,2017.0,7.0
2017-07-26,Fab Hotels,Consumer Internet,Delhi,Goldman Sachs,Private Equity,25000000.0,2017.0,7.0
2017-07-26,ThinkerBell,Consumer Internet,Bengaluru,"Indian Angel Network, Anand Mahindra",Seed Funding,200000.0,2017.0,7.0
2017-07-27,1mg,eCommerce,Gurgaon,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,15000000.0,2017.0,7.0
2017-07-28,BigStylist,Consumer Internet,Mumbai,Info Edge (India) Ltd,Private Equity,1250000.0,2017.0,7.0
2017-06-02,RentOnGo,eCommerce,Bengaluru,TVS Motor Company,Seed Funding,234000.0,2017.0,6.0
2017-06-05,Goomo,Consumer Internet,Mumbai,Emerging India,Private Equity,50000000.0,2017.0,6.0
2017-06-06,Spinny,eCommerce,Gurgaon,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000.0,2017.0,6.0
2017-06-06,BHIVE Workspace,Consumer Internet,Bengaluru,Blume Ventures,Private Equity,1200000.0,2017.0,6.0
2017-06-06,wayForward,Consumer Internet,Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000.0,2017.0,6.0
2017-06-07,ZipLoan,Consumer Internet,Delhi,WaterBridge Ventures,Seed Funding,650000.0,2017.0,6.0
2017-06-07,GrowFitter,Consumer Internet,Mumbai,SQue Capital,Seed Funding,600000.0,2017.0,6.0
2017-06-08,Stratfit,Consumer Internet,Hyderabad,Bodhtree Consulting Limited,Seed Funding,232000.0,2017.0,6.0
2017-06-08,Multiplier Solutions,Technology,Hyderabad,Norwest Venture Partners,Private Equity,1500000.0,2017.0,6.0
2017-06-08,ABI Health,Technology,Bengaluru,Norwest Venture Partners,Private Equity,1500000.0,2017.0,6.0
2017-06-08,Stockal,Consumer Internet,Bengaluru,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000.0,2017.0,6.0
2017-06-09,Guidoo,Consumer Internet,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000.0,2017.0,6.0
2017-06-09,eSahai.in,Consumer Internet,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000.0,2017.0,6.0
2017-06-12,LendingKart,Consumer Internet,Ahmedabad,Yes Bank,Debt Funding,7800000.0,2017.0,6.0
2017-06-12,Boxx.ai,Technology,Bengaluru,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000.0,2017.0,6.0
2017-06-12,PeeSafe.in,Healthcare,Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,1000000.0,2017.0,6.0
2017-06-12,Vista Rooms,Consumer Internet,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000.0,2017.0,6.0
2017-06-12,CoverFox,Consumer Internet,Mumbai,Transamerica,Private Equity,15000000.0,2017.0,6.0
2017-06-13,Goodera,Technology,Bengaluru,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000.0,2017.0,6.0
2017-06-14,Ola,Consumer Internet,Bengaluru,Tekne Capital Management LLC,Private Equity,50000000.0,2017.0,6.0
2017-06-14,MrNeeds,Consumer Internet,Noida,undisclosed investors,Seed Funding,500000.0,2017.0,6.0
2017-06-15,MoneyTap,Consumer Internet,Bengaluru,"Sequoia India, NEA, Prime Venture Partners",Private Equity,12300000.0,2017.0,6.0
2017-06-16,Goodbox,eCommerce,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000.0,2017.0,6.0
2017-06-16,Fincash,Consumer Internet,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000.0,2017.0,6.0
2017-06-16,PortDesk,Technology,Noida,Alphard Maritime Group,Seed Funding,2000000.0,2017.0,6.0
2017-06-19,Unbxd,Technology,Bengaluru,Eight Roads Ventures,Private Equity,12500000.0,2017.0,6.0
2017-06-19,DarwinBox,Technology,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,4000000.0,2017.0,6.0
2017-06-20,ForeverShop,Consumer Internet,Bengaluru,91maker.com,Seed Funding,300000.0,2017.0,6.0
2017-06-20,Insider.in,Consumer Internet,Mumbai,Paytm,Private Equity,5200000.0,2017.0,6.0
2017-06-21,Fynd,eCommerce,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,2400000.0,2017.0,6.0
2017-06-21,Grow Fit,Consumer Internet,Bengaluru,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,4500000.0,2017.0,6.0
2017-06-21,Fabulyst,Technology,Hyderabad,iBhubs,Seed Funding,215000.0,2017.0,6.0
2017-06-21,mSwipe,Technology,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,31000000.0,2017.0,6.0
2017-06-22,Julia Computing,Technology,Bengaluru,"General Catalyst, Founder Collective",Private Equity,4600000.0,2017.0,6.0
2017-06-22,Kissht,Consumer Internet,Mumbai,"Endiya Partners, Ventureast",Private Equity,2000000.0,2017.0,6.0
2017-06-22,Explore Life traveling,Consumer Internet,Bengaluru,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000.0,2017.0,6.0
2017-06-23,Loantap,Consumer Internet,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,4000000.0,2017.0,6.0
2017-06-23,Voxweb,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,1000000.0,2017.0,6.0
2017-06-26,HUG Innovations,Technology,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000.0,2017.0,6.0
2017-06-26,Flipkart,eCommerce,Bengaluru,Naspers,Private Equity,71000000.0,2017.0,6.0
2017-06-26,V Resorts,Consumer Internet,Noida,"Seedfund, RB International",Private Equity,4000000.0,2017.0,6.0
2017-06-27,Stashfin,Consumer Internet,Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000.0,2017.0,6.0
2017-06-27,Spares Hub,eCommerce,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,311000.0,2017.0,6.0
2017-06-28,Rubique,Consumer Internet,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,3000000.0,2017.0,6.0
2017-06-28,Niki.ai,Consumer Internet,Bengaluru,"SAP.iO, Unilazer Ventures",Private Equity,2000000.0,2017.0,6.0
2017-06-29,Fitpass,Consumer Internet,Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000.0,2017.0,6.0
2017-06-30,Tagos Design,Technology,Bengaluru,Undisclosed Investors,Private Equity,5000000.0,2017.0,6.0
2017-06-30,UrbanClap,Consumer Internet,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000.0,2017.0,6.0
2017-05-01,Ace2three,Consumer Internet,Hyderabad,Clairvest Group,Private Equity,73700000.0,2017.0,5.0
2017-05-01,Power2SME,eCommerce,Gurgaon,International Finance Corporation,Private Equity,10000000.0,2017.0,5.0
2017-05-02,Innovapptive,Technology,Hyderabad,Hyderabad Angels,Seed Funding,1500000.0,2017.0,5.0
2017-05-02,4tigo,Logistics,Bengaluru,"Accel Partners, Nandan Nilekani,",Private Equity,10000000.0,2017.0,5.0
2017-05-02,ZippServe,Consumer Internet,Bengaluru,undisclosed investors,Seed Funding,390000.0,2017.0,5.0
2017-05-03,Ola,Consumer Internet,Bengaluru,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,104500000.0,2017.0,5.0
2017-05-03,Sumeru,Technology,Bengaluru,undisclosed investors,Seed Funding,1000000.0,2017.0,5.0
2017-05-05,Balance App,Consumer Internet,Bengaluru,Rainmatter,Seed Funding,233000.0,2017.0,5.0
2017-05-08,YepMe,eCommerce,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000.0,2017.0,5.0
2017-05-08,MyGreens,Food & Beverage,Delhi,"Ajay Relan, LetsVenture",Seed Funding,1000000.0,2017.0,5.0
2017-05-08,Ace Turtle,Technology,Bengaluru,"Vertex Ventures, C31 Ventures",Private Equity,5000000.0,2017.0,5.0
2017-05-08,CureFit,Technology,Bengaluru,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3200000.0,2017.0,5.0
2017-05-09,Curie Labs,Technology,Delhi,Satoshi Studios,Seed Funding,50000.0,2017.0,5.0
2017-05-10,Vidooly,Consumer Internet,Noida,"Times Internet, GVFL",Private Equity,1400000.0,2017.0,5.0
2017-05-10,Shopclues,eCommerce,Gurgaon,InnoVen Capital,Private Equity,7700000.0,2017.0,5.0
2017-05-10,Fourth Ambit,Consumer Internet,Bengaluru,1Crowd,Seed Funding,600000.0,2017.0,5.0
2017-05-11,Early Salary,Consumer Internet,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4000000.0,2017.0,5.0
2017-05-12,Legal Raasta,Consumer Internet,Delhi,Impanix Capital,Private Equity,5000000.0,2017.0,5.0
2017-05-12,Remit Guru,Consumer Internet,Mumbai,"Infibeam, CCavenue",Private Equity,466000.0,2017.0,5.0
2017-05-12,Aequm,eCommerce,Bengaluru,undisclosed investors,Seed Funding,1000000.0,2017.0,5.0
2017-05-15,Zapty,Technology,Bengaluru,IdeaSpring Capital,Seed Funding,500000.0,2017.0,5.0
2017-05-16,Telr,Technology,Mumbai,Innovations East,Private Equity,3000000.0,2017.0,5.0
2017-05-16,Fynd,eCommerce,Mumbai,Rocketship,Private Equity,500000.0,2017.0,5.0
2017-05-17,Genie,Consumer Internet,Chennai,undisclosed investors,Seed Funding,250000.0,2017.0,5.0
2017-05-17,Paysense,Consumer Internet,Mumbai,Jungle Ventures,Private Equity,5300000.0,2017.0,5.0
2017-05-18,The Good Life,eCommerce,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000.0,2017.0,5.0
2017-05-18,Paytm,eCommerce,Bengaluru,SoftBank,Private Equity,1400000000.0,2017.0,5.0
2017-05-19,EzCred,Consumer Internet,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000.0,2017.0,5.0
2017-05-22,Delhivery,Logistics,Delhi,Fosun International,Private Equity,30000000.0,2017.0,5.0
2017-05-22,ZipGrid,Consumer Internet,Mumbai,"JLL, 1Crowd",Seed Funding,500000.0,2017.0,5.0
2017-05-23,Magicpin,Consumer Internet,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6600000.0,2017.0,5.0
2017-05-23,Box8,Consumer Internet,Mumbai,Trifecta Capital,Private Equity,1000000.0,2017.0,5.0
2017-05-24,GenNext Students,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,580000.0,2017.0,5.0
2017-05-25,Aye Finance,Finance,Gurgaon,Blue Orchard,Private Equity,8000000.0,2017.0,5.0
2017-05-29,Collateral Medical,eCommerce,Mumbai,Carpediem Capital,Private Equity,3500000.0,2017.0,5.0
2017-05-30,Supr Daily,Consumer Internet,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1500000.0,2017.0,5.0
2017-05-30,Swiggy,Consumer Internet,Bengaluru,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80000000.0,2017.0,5.0
2017-05-31,SastaSundar,eCommerce,Kolkata,Rohto Pharmaceutical,Private Equity,5000000.0,2017.0,5.0
2017-05-31,Magicpin,Consumer Internet,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7000000.0,2017.0,5.0
2017-04-01,Cashe,Consumer Internet,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,3800000.0,2017.0,4.0
2017-04-03,Eruditus,Education,Mumbai,Bertelsmann India,Private Equity,8200000.0,2017.0,4.0
2017-04-03,Healthcare at Home,Healthcare,Noida,Quadria Capital Advisors,Private Equity,40000000.0,2017.0,4.0
2017-04-04,WayCool,Food & Beverage,Chennai,Aspada Investments,Private Equity,2700000.0,2017.0,4.0
2017-04-04,Perfios,Technology,Bengaluru,Bessemer Venture Partners,Private Equity,6100000.0,2017.0,4.0
2017-04-04,Whatfix,Technology,Bengaluru,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000.0,2017.0,4.0
2017-04-04,ElastiRun,Technology,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000.0,2017.0,4.0
2017-04-04,Trukky,Consumer Internet,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,500000.0,2017.0,4.0
2017-04-04,Konsult App,Consumer Internet,Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,500000.0,2017.0,4.0
2017-04-05,Fingerlix,Consumer Internet,Mumbai,Zephyr Peacock India,Private Equity,3000000.0,2017.0,4.0
2017-04-06,Medwell Ventures,Healthcare,Bengaluru,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000.0,2017.0,4.0
2017-04-06,Mech Mocha,Consumer Internet,Bengaluru,"Accel Partners, Shunwei Capital",Private Equity,5000000.0,2017.0,4.0
2017-04-07,PharmEasy,eCommerce,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000.0,2017.0,4.0
